Domain_ID,Source_Field,JSON_Pointer,Registry_Field_Type,Record_Count,Interpretation
polypharmacy_medication_burden,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
polypharmacy_medication_burden,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,1049,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,110,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,28,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,10,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/designModule,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/1,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/5,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/11,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/6,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
proxy_consent_pathway,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/1,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
